Price,Close,High,Low,Open,Volume
2026-01-14 15:01:00+00:00,170.0,170.00999450683594,169.97000122070312,170.00999450683594,1280
2026-01-14 15:02:00+00:00,170.00999450683594,170.02000427246094,170.00999450683594,170.00999450683594,1256
2026-01-14 15:03:00+00:00,170.1300048828125,170.1300048828125,170.0500030517578,170.0500030517578,1104
2026-01-14 15:04:00+00:00,170.0800018310547,170.0800018310547,170.02000427246094,170.02000427246094,917
2026-01-14 15:05:00+00:00,170.07000732421875,170.11000061035156,170.07000732421875,170.11000061035156,281
2026-01-14 15:07:00+00:00,170.07000732421875,170.10000610351562,170.07000732421875,170.10000610351562,683
2026-01-14 15:08:00+00:00,170.10000610351562,170.10000610351562,170.0399932861328,170.07000732421875,12910
2026-01-14 15:09:00+00:00,170.14999389648438,170.14999389648438,170.14999389648438,170.14999389648438,2719
2026-01-14 15:10:00+00:00,170.1999969482422,170.1999969482422,170.16000366210938,170.16000366210938,588
2026-01-14 15:11:00+00:00,170.3000030517578,170.36000061035156,170.14999389648438,170.14999389648438,7515
2026-01-14 15:12:00+00:00,170.4499969482422,170.4499969482422,170.2899932861328,170.2899932861328,4473
2026-01-14 15:13:00+00:00,170.47999572753906,170.47999572753906,170.39999389648438,170.39999389648438,314
2026-01-14 15:14:00+00:00,170.58999633789062,170.58999633789062,170.5399932861328,170.5399932861328,231
2026-01-14 15:15:00+00:00,170.57000732421875,170.61000061035156,170.57000732421875,170.61000061035156,438
2026-01-14 15:16:00+00:00,170.5,170.52999877929688,170.5,170.52999877929688,332
2026-01-14 15:18:00+00:00,170.55999755859375,170.55999755859375,170.5,170.5,1499
2026-01-14 15:20:00+00:00,170.44000244140625,170.4499969482422,170.39999389648438,170.4499969482422,1649
2026-01-14 15:21:00+00:00,170.47000122070312,170.50999450683594,170.42999267578125,170.42999267578125,1769
2026-01-14 15:22:00+00:00,170.52999877929688,170.52999877929688,170.49000549316406,170.49000549316406,400
2026-01-14 15:23:00+00:00,170.4499969482422,170.52000427246094,170.4499969482422,170.52000427246094,3880
2026-01-14 15:24:00+00:00,170.41000366210938,170.41000366210938,170.3699951171875,170.3699951171875,500
2026-01-14 15:25:00+00:00,170.39999389648438,170.44000244140625,170.39999389648438,170.39999389648438,918
2026-01-14 15:26:00+00:00,170.42999267578125,170.44000244140625,170.42999267578125,170.44000244140625,201
2026-01-14 15:27:00+00:00,170.3800048828125,170.41000366210938,170.3800048828125,170.41000366210938,328
2026-01-14 15:28:00+00:00,170.1999969482422,170.35000610351562,170.1999969482422,170.35000610351562,1509
2026-01-14 15:29:00+00:00,170.14999389648438,170.14999389648438,170.14999389648438,170.14999389648438,100
2026-01-14 15:30:00+00:00,170.05999755859375,170.14999389648438,170.0500030517578,170.14999389648438,3215
2026-01-14 15:31:00+00:00,170.08999633789062,170.08999633789062,170.0500030517578,170.0500030517578,5099
2026-01-14 15:32:00+00:00,170.0500030517578,170.0500030517578,170.0500030517578,170.0500030517578,1820
2026-01-14 15:33:00+00:00,170.08999633789062,170.08999633789062,170.08999633789062,170.08999633789062,242
2026-01-14 15:34:00+00:00,170.0500030517578,170.0500030517578,170.0500030517578,170.0500030517578,500
2026-01-14 15:35:00+00:00,170.07000732421875,170.07000732421875,170.02999877929688,170.0500030517578,864
2026-01-14 15:36:00+00:00,170.1300048828125,170.1300048828125,170.0500030517578,170.0800018310547,517
2026-01-14 15:37:00+00:00,170.11000061035156,170.11000061035156,170.10000610351562,170.10000610351562,653
2026-01-14 15:38:00+00:00,170.14999389648438,170.14999389648438,170.14999389648438,170.14999389648438,853
2026-01-14 15:39:00+00:00,170.2100067138672,170.2100067138672,170.2100067138672,170.2100067138672,202
2026-01-14 15:40:00+00:00,170.27000427246094,170.27000427246094,170.1999969482422,170.1999969482422,1706
2026-01-14 15:41:00+00:00,170.22000122070312,170.22999572753906,170.22000122070312,170.22999572753906,572
2026-01-14 15:42:00+00:00,170.13999938964844,170.13999938964844,170.1300048828125,170.1300048828125,378
2026-01-14 15:43:00+00:00,169.97999572753906,170.0500030517578,169.97999572753906,170.0500030517578,9119
2026-01-14 15:44:00+00:00,169.9499969482422,169.97999572753906,169.9499969482422,169.97999572753906,2315
2026-01-14 15:45:00+00:00,169.9499969482422,169.99000549316406,169.9499969482422,169.9499969482422,4129
2026-01-14 15:46:00+00:00,169.85000610351562,169.89999389648438,169.85000610351562,169.89999389648438,9347
2026-01-14 15:47:00+00:00,169.8000030517578,169.86000061035156,169.8000030517578,169.86000061035156,1607
2026-01-14 15:48:00+00:00,169.72000122070312,169.75999450683594,169.72000122070312,169.75999450683594,1187
2026-01-14 15:49:00+00:00,169.69000244140625,169.74000549316406,169.69000244140625,169.74000549316406,2502
2026-01-14 15:50:00+00:00,169.7100067138672,169.74000549316406,169.6999969482422,169.74000549316406,2730
2026-01-14 15:51:00+00:00,169.7100067138672,169.7100067138672,169.6999969482422,169.6999969482422,2019
2026-01-14 15:52:00+00:00,169.69000244140625,169.69000244140625,169.69000244140625,169.69000244140625,203
2026-01-14 15:53:00+00:00,169.75,169.75,169.75,169.75,200
2026-01-14 15:54:00+00:00,169.77999877929688,169.8000030517578,169.77999877929688,169.8000030517578,1051
2026-01-14 15:55:00+00:00,169.8000030517578,169.8800048828125,169.8000030517578,169.8800048828125,1457
2026-01-14 15:56:00+00:00,169.7899932861328,169.8000030517578,169.7899932861328,169.8000030517578,641
2026-01-14 15:58:00+00:00,169.77999877929688,169.77999877929688,169.77999877929688,169.77999877929688,342
2026-01-14 15:59:00+00:00,169.77000427246094,169.77000427246094,169.75999450683594,169.75999450683594,226
2026-01-14 16:00:00+00:00,169.8000030517578,169.80999755859375,169.8000030517578,169.80999755859375,830
2026-01-14 16:01:00+00:00,169.8000030517578,169.8000030517578,169.8000030517578,169.8000030517578,433
2026-01-14 16:02:00+00:00,169.75,169.7899932861328,169.75,169.7899932861328,510
2026-01-14 16:04:00+00:00,169.8800048828125,169.8800048828125,169.8800048828125,169.8800048828125,101
2026-01-14 16:05:00+00:00,169.86000061035156,169.8699951171875,169.86000061035156,169.8699951171875,746
2026-01-14 16:06:00+00:00,169.77000427246094,169.8000030517578,169.77000427246094,169.8000030517578,801
2026-01-14 16:07:00+00:00,169.75,169.75,169.75,169.75,100
2026-01-14 16:08:00+00:00,169.77999877929688,169.77999877929688,169.77999877929688,169.77999877929688,327
2026-01-14 16:09:00+00:00,169.80999755859375,169.80999755859375,169.8000030517578,169.80999755859375,461
2026-01-14 16:10:00+00:00,169.75,169.8000030517578,169.75,169.8000030517578,876
2026-01-14 16:11:00+00:00,169.75,169.75,169.75,169.75,245
2026-01-14 16:12:00+00:00,169.8800048828125,169.8800048828125,169.8699951171875,169.8699951171875,1416
2026-01-14 16:13:00+00:00,169.85000610351562,169.85000610351562,169.85000610351562,169.85000610351562,100
2026-01-14 16:14:00+00:00,169.83999633789062,169.85000610351562,169.8000030517578,169.85000610351562,2196
2026-01-14 16:15:00+00:00,169.8699951171875,169.8699951171875,169.8699951171875,169.8699951171875,125
2026-01-14 16:17:00+00:00,169.8800048828125,169.8800048828125,169.8800048828125,169.8800048828125,165
2026-01-14 16:18:00+00:00,169.85000610351562,169.85000610351562,169.85000610351562,169.85000610351562,270
2026-01-14 16:20:00+00:00,169.92999267578125,169.92999267578125,169.9199981689453,169.9199981689453,410
2026-01-14 16:21:00+00:00,169.91000366210938,169.9199981689453,169.91000366210938,169.9199981689453,240
2026-01-14 16:22:00+00:00,170.0,170.0,169.97999572753906,169.97999572753906,2010
2026-01-14 16:23:00+00:00,170.1300048828125,170.1300048828125,170.0800018310547,170.0800018310547,266
2026-01-14 16:24:00+00:00,170.1300048828125,170.1300048828125,170.10000610351562,170.10000610351562,293
2026-01-14 16:25:00+00:00,170.1699981689453,170.1699981689453,170.11000061035156,170.11000061035156,983
2026-01-14 16:26:00+00:00,170.10000610351562,170.13999938964844,170.08999633789062,170.13999938964844,535
2026-01-14 16:27:00+00:00,170.16000366210938,170.1699981689453,170.14999389648438,170.1699981689453,743
2026-01-14 16:28:00+00:00,170.22999572753906,170.22999572753906,170.1999969482422,170.1999969482422,318
2026-01-14 16:29:00+00:00,170.1999969482422,170.22000122070312,170.1999969482422,170.1999969482422,1801
2026-01-14 16:30:00+00:00,170.25,170.25,170.19000244140625,170.19000244140625,212
2026-01-14 16:31:00+00:00,170.17999267578125,170.22999572753906,170.17999267578125,170.22999572753906,905
2026-01-14 16:32:00+00:00,170.10000610351562,170.1199951171875,170.10000610351562,170.1199951171875,3810
2026-01-14 16:33:00+00:00,170.11000061035156,170.11000061035156,170.10000610351562,170.10000610351562,251
2026-01-14 16:34:00+00:00,170.0800018310547,170.0800018310547,170.05999755859375,170.05999755859375,4450
2026-01-14 16:35:00+00:00,169.97999572753906,170.0500030517578,169.97999572753906,170.0500030517578,1316
2026-01-14 16:36:00+00:00,169.91000366210938,169.9499969482422,169.89999389648438,169.94000244140625,2364
2026-01-14 16:37:00+00:00,169.9499969482422,169.9499969482422,169.9199981689453,169.9199981689453,300
2026-01-14 16:38:00+00:00,169.99000549316406,170.02000427246094,169.94000244140625,169.94000244140625,1434
2026-01-14 16:39:00+00:00,170.0399932861328,170.0500030517578,170.02000427246094,170.02000427246094,12732
2026-01-14 16:41:00+00:00,169.94000244140625,169.94000244140625,169.92999267578125,169.94000244140625,1532
2026-01-14 16:42:00+00:00,169.83999633789062,169.89999389648438,169.83999633789062,169.89999389648438,2038
2026-01-14 16:43:00+00:00,169.8300018310547,169.8300018310547,169.8000030517578,169.8000030517578,800
2026-01-14 16:44:00+00:00,169.7899932861328,169.83999633789062,169.77999877929688,169.8300018310547,1652
2026-01-14 16:45:00+00:00,169.75999450683594,169.8000030517578,169.75,169.7899932861328,4690
2026-01-14 16:46:00+00:00,169.64999389648438,169.6999969482422,169.64999389648438,169.6999969482422,2058
2026-01-14 16:47:00+00:00,169.64999389648438,169.72000122070312,169.64999389648438,169.64999389648438,904
2026-01-14 16:48:00+00:00,169.63999938964844,169.6699981689453,169.6300048828125,169.6699981689453,1918
2026-01-14 16:49:00+00:00,169.67999267578125,169.67999267578125,169.67999267578125,169.67999267578125,100
2026-01-14 16:50:00+00:00,169.6199951171875,169.64999389648438,169.6199951171875,169.64999389648438,2605
2026-01-14 16:51:00+00:00,169.50999450683594,169.60000610351562,169.50999450683594,169.60000610351562,3807
2026-01-14 16:52:00+00:00,169.5,169.52000427246094,169.5,169.52000427246094,5962
2026-01-14 16:53:00+00:00,169.55999755859375,169.55999755859375,169.5500030517578,169.5500030517578,1053
2026-01-14 16:54:00+00:00,169.5399932861328,169.5500030517578,169.5399932861328,169.5500030517578,758
2026-01-14 16:55:00+00:00,169.5,169.50999450683594,169.47999572753906,169.50999450683594,2293
2026-01-14 16:56:00+00:00,169.50999450683594,169.50999450683594,169.50999450683594,169.50999450683594,140
2026-01-14 16:57:00+00:00,169.52000427246094,169.52000427246094,169.47999572753906,169.5,626
2026-01-14 16:58:00+00:00,169.49000549316406,169.49000549316406,169.49000549316406,169.49000549316406,100
2026-01-14 16:59:00+00:00,169.5500030517578,169.5500030517578,169.5399932861328,169.5399932861328,2106
2026-01-14 17:00:00+00:00,169.50999450683594,169.52000427246094,169.50999450683594,169.52000427246094,575
2026-01-14 17:01:00+00:00,169.5800018310547,169.60000610351562,169.57000732421875,169.58999633789062,503
2026-01-14 17:02:00+00:00,169.63999938964844,169.63999938964844,169.58999633789062,169.6199951171875,1420
2026-01-14 17:03:00+00:00,169.6699981689453,169.6699981689453,169.66000366210938,169.66000366210938,1021
2026-01-14 17:04:00+00:00,169.5800018310547,169.66000366210938,169.5800018310547,169.66000366210938,4567
2026-01-14 17:05:00+00:00,169.60000610351562,169.60000610351562,169.5800018310547,169.58999633789062,324
2026-01-14 17:06:00+00:00,169.5800018310547,169.61000061035156,169.5800018310547,169.58999633789062,2147
2026-01-14 17:07:00+00:00,169.69000244140625,169.69000244140625,169.69000244140625,169.69000244140625,109
2026-01-14 17:08:00+00:00,169.69000244140625,169.69000244140625,169.66000366210938,169.66000366210938,300
2026-01-14 17:09:00+00:00,169.72999572753906,169.72999572753906,169.72999572753906,169.72999572753906,400
2026-01-14 17:10:00+00:00,169.74000549316406,169.74000549316406,169.7100067138672,169.72999572753906,537
2026-01-14 17:11:00+00:00,169.69000244140625,169.69000244140625,169.69000244140625,169.69000244140625,105
2026-01-14 17:12:00+00:00,169.72000122070312,169.72000122070312,169.69000244140625,169.69000244140625,1751
2026-01-14 17:13:00+00:00,169.72999572753906,169.72999572753906,169.72000122070312,169.72000122070312,563
2026-01-14 17:14:00+00:00,169.6999969482422,169.72000122070312,169.6999969482422,169.72000122070312,2674
2026-01-14 17:15:00+00:00,169.63999938964844,169.67999267578125,169.63999938964844,169.67999267578125,1613
2026-01-14 17:16:00+00:00,169.61000061035156,169.6300048828125,169.60000610351562,169.61000061035156,2338
2026-01-14 17:17:00+00:00,169.58999633789062,169.61000061035156,169.58999633789062,169.61000061035156,1800
2026-01-14 17:18:00+00:00,169.5399932861328,169.55999755859375,169.47999572753906,169.55999755859375,6930
2026-01-14 17:19:00+00:00,169.55999755859375,169.55999755859375,169.55999755859375,169.55999755859375,101
2026-01-14 17:20:00+00:00,169.5500030517578,169.5500030517578,169.52000427246094,169.52000427246094,606
2026-01-14 17:21:00+00:00,169.52000427246094,169.5500030517578,169.52000427246094,169.5500030517578,1510
2026-01-14 17:22:00+00:00,169.52999877929688,169.5399932861328,169.50999450683594,169.50999450683594,1512
2026-01-14 17:23:00+00:00,169.60000610351562,169.60000610351562,169.5500030517578,169.5500030517578,2300
2026-01-14 17:24:00+00:00,169.64999389648438,169.64999389648438,169.64999389648438,169.64999389648438,100
2026-01-14 17:25:00+00:00,169.64999389648438,169.66000366210938,169.63999938964844,169.64999389648438,3300
2026-01-14 17:26:00+00:00,169.66000366210938,169.66000366210938,169.66000366210938,169.66000366210938,301
2026-01-14 17:27:00+00:00,169.75,169.75,169.75,169.75,613
2026-01-14 17:28:00+00:00,169.75,169.75999450683594,169.75,169.75999450683594,429
2026-01-14 17:29:00+00:00,169.7100067138672,169.75,169.7100067138672,169.75,488
2026-01-14 17:30:00+00:00,169.64999389648438,169.64999389648438,169.64999389648438,169.64999389648438,371
2026-01-14 17:31:00+00:00,169.63999938964844,169.66000366210938,169.63999938964844,169.63999938964844,422
2026-01-14 17:32:00+00:00,169.57000732421875,169.60000610351562,169.57000732421875,169.60000610351562,606
2026-01-14 17:33:00+00:00,169.58999633789062,169.61000061035156,169.5800018310547,169.5800018310547,1303
2026-01-14 17:34:00+00:00,169.57000732421875,169.58999633789062,169.57000732421875,169.5800018310547,375
2026-01-14 17:35:00+00:00,169.63999938964844,169.6699981689453,169.63999938964844,169.6699981689453,612
2026-01-14 17:36:00+00:00,169.6300048828125,169.63999938964844,169.61000061035156,169.63999938964844,1001
2026-01-14 17:37:00+00:00,169.6199951171875,169.6199951171875,169.57000732421875,169.6199951171875,1112
2026-01-14 17:38:00+00:00,169.63999938964844,169.63999938964844,169.63999938964844,169.63999938964844,268
2026-01-14 17:39:00+00:00,169.6199951171875,169.6199951171875,169.6199951171875,169.6199951171875,100
2026-01-14 17:40:00+00:00,169.66000366210938,169.66000366210938,169.63999938964844,169.63999938964844,463
2026-01-14 17:42:00+00:00,169.63999938964844,169.63999938964844,169.6300048828125,169.63999938964844,601
2026-01-14 17:43:00+00:00,169.66000366210938,169.66000366210938,169.63999938964844,169.63999938964844,702
2026-01-14 17:44:00+00:00,169.67999267578125,169.69000244140625,169.67999267578125,169.69000244140625,805
2026-01-14 17:45:00+00:00,169.6999969482422,169.7100067138672,169.6999969482422,169.7100067138672,700
2026-01-14 17:46:00+00:00,169.8000030517578,169.80999755859375,169.8000030517578,169.80999755859375,900
2026-01-14 17:47:00+00:00,169.75,169.77000427246094,169.75,169.75999450683594,716
2026-01-14 17:48:00+00:00,169.75,169.75,169.75,169.75,301
2026-01-14 17:50:00+00:00,169.57000732421875,169.75,169.57000732421875,169.75,1757
2026-01-14 17:51:00+00:00,169.57000732421875,169.58999633789062,169.55999755859375,169.57000732421875,1556
2026-01-14 17:52:00+00:00,169.58999633789062,169.58999633789062,169.58999633789062,169.58999633789062,1001
2026-01-14 17:53:00+00:00,169.6199951171875,169.6199951171875,169.61000061035156,169.61000061035156,428
2026-01-14 17:54:00+00:00,169.6300048828125,169.6300048828125,169.60000610351562,169.60000610351562,803
2026-01-14 17:55:00+00:00,169.6199951171875,169.63999938964844,169.60000610351562,169.6300048828125,1383
2026-01-14 17:56:00+00:00,169.61000061035156,169.6199951171875,169.60000610351562,169.6199951171875,906
2026-01-14 17:57:00+00:00,169.6199951171875,169.6199951171875,169.58999633789062,169.61000061035156,879
2026-01-14 17:58:00+00:00,169.55999755859375,169.55999755859375,169.55999755859375,169.55999755859375,100
2026-01-14 17:59:00+00:00,169.66000366210938,169.66000366210938,169.6300048828125,169.64999389648438,551
2026-01-14 18:00:00+00:00,169.6699981689453,169.6699981689453,169.64999389648438,169.64999389648438,309
2026-01-14 18:01:00+00:00,169.64999389648438,169.64999389648438,169.64999389648438,169.64999389648438,596
2026-01-14 18:02:00+00:00,169.6699981689453,169.6699981689453,169.64999389648438,169.66000366210938,1403
2026-01-14 18:03:00+00:00,169.72999572753906,169.72999572753906,169.72000122070312,169.72000122070312,801
2026-01-14 18:04:00+00:00,169.75999450683594,169.75999450683594,169.75999450683594,169.75999450683594,314
2026-01-14 18:05:00+00:00,169.74000549316406,169.74000549316406,169.74000549316406,169.74000549316406,279
2026-01-14 18:06:00+00:00,169.75,169.75,169.7100067138672,169.7100067138672,229
2026-01-14 18:07:00+00:00,169.75999450683594,169.75999450683594,169.72999572753906,169.72999572753906,341
2026-01-14 18:08:00+00:00,169.77999877929688,169.77999877929688,169.77000427246094,169.77000427246094,460
2026-01-14 18:09:00+00:00,169.77999877929688,169.77999877929688,169.77999877929688,169.77999877929688,184
2026-01-14 18:10:00+00:00,169.75,169.75999450683594,169.75,169.75999450683594,1016
2026-01-14 18:11:00+00:00,169.74000549316406,169.74000549316406,169.6999969482422,169.6999969482422,363
2026-01-14 18:12:00+00:00,169.75,169.75,169.75,169.75,151
2026-01-14 18:13:00+00:00,169.7899932861328,169.7899932861328,169.77999877929688,169.77999877929688,256
2026-01-14 18:14:00+00:00,169.8000030517578,169.8000030517578,169.8000030517578,169.8000030517578,122
2026-01-14 18:15:00+00:00,169.8000030517578,169.8000030517578,169.8000030517578,169.8000030517578,396
2026-01-14 18:16:00+00:00,169.75999450683594,169.7899932861328,169.75999450683594,169.7899932861328,1902
2026-01-14 18:17:00+00:00,169.8000030517578,169.8000030517578,169.74000549316406,169.74000549316406,235
2026-01-14 18:18:00+00:00,169.77000427246094,169.77000427246094,169.77000427246094,169.77000427246094,100
2026-01-14 18:19:00+00:00,169.75999450683594,169.75999450683594,169.75999450683594,169.75999450683594,215
2026-01-14 18:21:00+00:00,169.83999633789062,169.83999633789062,169.8300018310547,169.8300018310547,332
2026-01-14 18:22:00+00:00,169.85000610351562,169.85000610351562,169.8300018310547,169.8300018310547,412
2026-01-14 18:24:00+00:00,169.8000030517578,169.8000030517578,169.8000030517578,169.8000030517578,120
2026-01-14 18:25:00+00:00,169.77999877929688,169.8300018310547,169.77999877929688,169.8300018310547,1938
2026-01-14 18:26:00+00:00,169.83999633789062,169.83999633789062,169.75999450683594,169.75999450683594,1255
2026-01-14 18:27:00+00:00,169.8300018310547,169.8300018310547,169.8300018310547,169.8300018310547,430
2026-01-14 18:28:00+00:00,169.85000610351562,169.8800048828125,169.85000610351562,169.8800048828125,1244
2026-01-14 18:29:00+00:00,169.91000366210938,169.91000366210938,169.89999389648438,169.89999389648438,210
2026-01-14 18:30:00+00:00,169.9199981689453,169.9199981689453,169.9199981689453,169.9199981689453,141
2026-01-14 18:31:00+00:00,169.80999755859375,169.88999938964844,169.80999755859375,169.88999938964844,548
2026-01-14 18:32:00+00:00,169.72000122070312,169.77999877929688,169.72000122070312,169.77999877929688,3102
2026-01-14 18:33:00+00:00,169.6999969482422,169.6999969482422,169.6999969482422,169.6999969482422,2225
2026-01-14 18:34:00+00:00,169.69000244140625,169.7100067138672,169.69000244140625,169.6999969482422,910
2026-01-14 18:35:00+00:00,169.69000244140625,169.72999572753906,169.69000244140625,169.72999572753906,832
2026-01-14 18:36:00+00:00,169.66000366210938,169.67999267578125,169.66000366210938,169.67999267578125,1161
2026-01-14 18:37:00+00:00,169.6199951171875,169.67999267578125,169.6199951171875,169.64999389648438,2580
2026-01-14 18:38:00+00:00,169.6199951171875,169.6199951171875,169.6199951171875,169.6199951171875,126
2026-01-14 18:39:00+00:00,169.63999938964844,169.66000366210938,169.63999938964844,169.64999389648438,802
2026-01-14 18:40:00+00:00,169.69000244140625,169.69000244140625,169.66000366210938,169.66000366210938,1381
2026-01-14 18:42:00+00:00,169.7100067138672,169.7100067138672,169.67999267578125,169.67999267578125,711
2026-01-14 18:43:00+00:00,169.72999572753906,169.74000549316406,169.72999572753906,169.74000549316406,1060
2026-01-14 18:44:00+00:00,169.74000549316406,169.74000549316406,169.74000549316406,169.74000549316406,157
2026-01-14 18:45:00+00:00,169.77000427246094,169.77000427246094,169.77000427246094,169.77000427246094,320
2026-01-14 18:46:00+00:00,169.80999755859375,169.80999755859375,169.77000427246094,169.77000427246094,718
2026-01-14 18:47:00+00:00,169.80999755859375,169.80999755859375,169.7899932861328,169.7899932861328,331
2026-01-14 18:48:00+00:00,169.72000122070312,169.8000030517578,169.72000122070312,169.8000030517578,1609
2026-01-14 18:49:00+00:00,169.75,169.75,169.6999969482422,169.6999969482422,521
2026-01-14 18:50:00+00:00,169.7899932861328,169.7899932861328,169.75999450683594,169.75999450683594,232
2026-01-14 18:51:00+00:00,169.8699951171875,169.8699951171875,169.8300018310547,169.8300018310547,221
2026-01-14 18:52:00+00:00,169.89999389648438,169.89999389648438,169.89999389648438,169.89999389648438,104
2026-01-14 18:53:00+00:00,169.89999389648438,169.91000366210938,169.89999389648438,169.91000366210938,705
2026-01-14 18:54:00+00:00,169.86000061035156,169.86000061035156,169.86000061035156,169.86000061035156,701
2026-01-14 18:55:00+00:00,169.91000366210938,169.9199981689453,169.86000061035156,169.88999938964844,517
2026-01-14 18:56:00+00:00,169.9199981689453,169.9199981689453,169.9199981689453,169.9199981689453,707
2026-01-14 18:57:00+00:00,169.94000244140625,169.94000244140625,169.88999938964844,169.89999389648438,506
2026-01-14 18:58:00+00:00,169.97000122070312,169.97000122070312,169.94000244140625,169.97000122070312,1100
2026-01-14 18:59:00+00:00,170.0,170.0,169.97000122070312,169.97000122070312,605
2026-01-14 19:00:00+00:00,169.99000549316406,169.99000549316406,169.92999267578125,169.9600067138672,412
2026-01-14 19:01:00+00:00,170.0,170.0,169.97999572753906,169.97999572753906,502
2026-01-14 19:02:00+00:00,169.99000549316406,169.99000549316406,169.97999572753906,169.99000549316406,501
2026-01-14 19:03:00+00:00,169.9600067138672,170.02000427246094,169.9600067138672,170.02000427246094,461
2026-01-14 19:04:00+00:00,169.9600067138672,169.97000122070312,169.9600067138672,169.97000122070312,302
2026-01-14 19:05:00+00:00,169.92999267578125,169.94000244140625,169.92999267578125,169.94000244140625,325
2026-01-14 19:06:00+00:00,169.94000244140625,169.94000244140625,169.94000244140625,169.94000244140625,142
2026-01-14 19:07:00+00:00,169.91000366210938,169.94000244140625,169.91000366210938,169.94000244140625,1313
2026-01-14 19:08:00+00:00,169.91000366210938,169.91000366210938,169.89999389648438,169.89999389648438,2842
2026-01-14 19:10:00+00:00,169.91000366210938,169.91000366210938,169.91000366210938,169.91000366210938,530
2026-01-14 19:11:00+00:00,169.9499969482422,169.9499969482422,169.9199981689453,169.9199981689453,483
2026-01-14 19:12:00+00:00,169.94000244140625,169.94000244140625,169.94000244140625,169.94000244140625,100
2026-01-14 19:13:00+00:00,169.97000122070312,169.97999572753906,169.97000122070312,169.97999572753906,225
2026-01-14 19:14:00+00:00,169.9499969482422,169.9499969482422,169.9499969482422,169.9499969482422,200
2026-01-14 19:15:00+00:00,169.9600067138672,169.9600067138672,169.9600067138672,169.9600067138672,175
2026-01-14 19:16:00+00:00,169.92999267578125,169.9600067138672,169.92999267578125,169.9600067138672,398
2026-01-14 19:17:00+00:00,169.8699951171875,169.92999267578125,169.8699951171875,169.92999267578125,200
2026-01-14 19:18:00+00:00,169.89999389648438,169.89999389648438,169.89999389648438,169.89999389648438,530
